go_id	type
http://purl.obolibrary.org/obo/GO_0017075	molecular_function
http://purl.obolibrary.org/obo/GO_1904713	molecular_function
http://purl.obolibrary.org/obo/GO_0039706	molecular_function
http://purl.obolibrary.org/obo/GO_0008017	molecular_function
http://purl.obolibrary.org/obo/GO_0005096	molecular_function
http://purl.obolibrary.org/obo/GO_0034211	molecular_function
http://purl.obolibrary.org/obo/GO_0004706	molecular_function
http://purl.obolibrary.org/obo/GO_0007254	biological_process
http://purl.obolibrary.org/obo/GO_0045860	biological_process
http://purl.obolibrary.org/obo/GO_0016301	molecular_function
http://purl.obolibrary.org/obo/GO_0042803	molecular_function
http://purl.obolibrary.org/obo/GO_0043068	biological_process
http://purl.obolibrary.org/obo/GO_0015631	molecular_function
http://purl.obolibrary.org/obo/GO_0019722	biological_process
http://purl.obolibrary.org/obo/GO_0007040	biological_process
http://purl.obolibrary.org/obo/GO_1903351	biological_process
http://purl.obolibrary.org/obo/GO_0071287	biological_process
http://purl.obolibrary.org/obo/GO_0034599	biological_process
http://purl.obolibrary.org/obo/GO_1902236	biological_process
http://purl.obolibrary.org/obo/GO_0043406	biological_process
http://purl.obolibrary.org/obo/GO_0051646	biological_process
http://purl.obolibrary.org/obo/GO_0007005	biological_process
http://purl.obolibrary.org/obo/GO_0034614	biological_process
http://purl.obolibrary.org/obo/GO_0006897	biological_process
http://purl.obolibrary.org/obo/GO_2000377	biological_process
http://purl.obolibrary.org/obo/GO_0009267	biological_process
http://purl.obolibrary.org/obo/GO_0010506	biological_process
http://purl.obolibrary.org/obo/GO_0040012	biological_process
http://purl.obolibrary.org/obo/GO_0007029	biological_process
http://purl.obolibrary.org/obo/GO_0070973	biological_process
http://purl.obolibrary.org/obo/GO_0035640	biological_process
http://purl.obolibrary.org/obo/GO_0060161	biological_process
http://purl.obolibrary.org/obo/GO_0048312	biological_process
http://purl.obolibrary.org/obo/GO_0007528	biological_process
http://purl.obolibrary.org/obo/GO_0042391	biological_process
http://purl.obolibrary.org/obo/GO_1902902	biological_process
